person_id,level,game_level,clear_date_time,Memory,VelocityPerceptual,Numerical,Discrimination,SpacePerceptual,Inference,Organizing,Creative
131B3385-3775-429D-AD98-BBE0596D3D0B,A,,10/23/2017,10,0.961468517780304,10,7,10,10,1,10
161319C9-B0F3-4946-9865-C9A36559F664,C,C,09/21/2018 19:11:56,11.449718475341797,10.739082336425781,7.788213491439819,6.1334145069122314,10.546594142913818,10.607365608215332,6.806781530380249,10.742685317993164
2E57ECCA-B378-43D2-9EB6-E7B042172A77,C,C,06/19/2018 20:24:20,12.043590545654297,10.63941224416097,10.270053386688232,2.4012439846992493,10.36350965499878,8.230743646621704,6.762446403503418,10.181236267089844
EFB81CED-B96F-497F-9997-AC08BA976878,B,,10/24/2017,10,4.1868815422058105,10,10,10,10,5,10
91BD5C2C-4262-4B09-B8E3-763309153DC8,A,A,07/09/2018 21:41:48,11.537229061126709,10.31741714477539,10.916563987731934,10.635711193084717,10.604050636291504,11.011571884155273,10.424107551574707,10.036636352539062
432B0A5E-2FD2-4BA7-A219-8E7AB1DDE3DF,A,A,07/29/2018 18:41:28,10.329064130783081,4.765317440032959,10.645021200180054,9.275582075119019,9.56649112701416,9.028577446937561,3.7743800282478333,10.042754173278809
EA791BA2-A9E5-45B2-A29D-7777E1CCC174,C,C,06/30/2018 20:03:21,10.88577651977539,9.071288108825684,7.877207040786743,6.314086437225342,6.942873954772949,10.561460494995117,7.0042197704315186,10.111614227294922
E8705328-2440-4C80-A811-3B66E2867D0B,B,B,04/07/2018 19:14:00,8.460495233535767,10.57270622253418,10.267169952392578,10.296987533569336,10.436402797698975,10.535429000854492,2.1911158561706543,10.062268257141113
B8AE2079-7ADC-433C-B723-6E9F05B443CD,A,A,06/11/2018 22:47:34,11.950267791748047,5.895477771759033,8.701572179794312,7.387848377227783,7.223570346832275,8.341124534606934,10.200964450836182,10.09915542602539
C70A9AF0-F4D1-4959-B553-FB8A2CF2B93E,C,,03/16/2018 08:15:34,7,1.9171937108039856,6,7,10,7,3,10
1CD01898-DB5F-4393-9323-2428F7ABD997,A,A,06/09/2018 21:03:00,11.969255924224854,10.431524276733398,10.953375339508057,10.660069942474365,10.61189317703247,10.501832008361816,10.43937873840332,10.037591934204102
30059268-A702-4982-9E7A-939E16F7CD4A,C,C,08/23/2018 21:18:01,11.325391133626303,8.83885775672065,6.520559072494507,8.053631067276001,10.335678100585938,10.48806095123291,6.434976100921631,10.02332592010498
6FE65E15-5E05-45E4-AC11-FD68396C1EB2,A,A,07/04/2018 18:48:55,11.112060546875,5.392135143280029,10.602511405944824,10.534956455230713,8.131093978881836,10.589197635650635,7.108314514160156,10.285700798034668
CAA2C6E2-B565-44CC-B7DE-C69011E209BD,C,C,08/10/2018 22:01:48,10.290562629699707,8.536665757497152,5.461323976516724,5.874567031860352,5.493990659713745,7.593575954437256,7.679868698120117,10.186615943908691
DD5A4508-1831-46C2-B8E8-AD8CC2B0BDC3,B,A,06/24/2018 12:41:45,6.3812689781188965,5.382147312164307,10.540881633758545,10.189274311065674,10.325178146362305,4.8926146030426025,10.170485019683838,10.06655216217041
60EF52BB-8ABD-4616-B8FF-6BDADC090067,B,B,09/08/2018 21:28:01,9.077250957489014,7.864677906036377,6.850054144859314,7.035205602645874,6.990901231765747,10.19981336593628,3.7560439109802246,10.025882720947266
B408EFBF-128B-485E-B051-3EA5D3167DE8,C,C,09/16/2018 11:58:31,12.873498916625977,7.124739646911621,10.257516860961914,7.971697807312012,10.497484683990479,8.388463973999023,10.301326274871826,10.047861099243164
A5342A1D-55D7-498F-971B-6F6E3C79CBB1,C,C,10/01/2018 16:11:00,11.440950393676758,10.44070307413737,7.90389084815979,8.099389553070068,8.595010042190552,10.589362621307373,5.840992271900177,10.087964057922363
68BC4E2C-276B-439F-85B8-E7FDCBDCDCC9,C,C,07/21/2018 12:04:14,14.999991416931152,4.695709943771362,8.230875968933105,8.969362258911133,5.915919065475464,10.569694519042969,10.214341163635254,10.086893081665039
657773D2-D406-4423-AD02-852D36C4447F,A,,03/13/2018 22:12:41,8,3.0991472005844116,5,8,6,7,3,10
485A27D1-B420-49EB-8509-59B83788F989,A,A,06/20/2018 22:29:08,10.637957096099854,10.177268981933594,12.022635459899902,10.520722389221191,9.102699756622314,12.55539321899414,10.35832166671753,10.09560489654541
F3BB3323-0023-448